endpoint,48,96,training_synthetic_image.png,1903,789
endpoint,145,103,training_synthetic_image.png,1903,789
endpoint,206,77,training_synthetic_image.png,1903,789
endpoint,81,625,training_synthetic_image.png,1903,789
endpoint,124,666,training_synthetic_image.png,1903,789
endpoint,176,685,training_synthetic_image.png,1903,789
endpoint,198,672,training_synthetic_image.png,1903,789
endpoint,402,92,training_synthetic_image.png,1903,789
endpoint,489,241,training_synthetic_image.png,1903,789
endpoint,638,183,training_synthetic_image.png,1903,789
endpoint,663,104,training_synthetic_image.png,1903,789
endpoint,774,81,training_synthetic_image.png,1903,789
endpoint,905,27,training_synthetic_image.png,1903,789
endpoint,977,34,training_synthetic_image.png,1903,789
endpoint,879,240,training_synthetic_image.png,1903,789
endpoint,586,419,training_synthetic_image.png,1903,789
endpoint,362,529,training_synthetic_image.png,1903,789
endpoint,469,616,training_synthetic_image.png,1903,789
endpoint,426,773,training_synthetic_image.png,1903,789
endpoint,367,683,training_synthetic_image.png,1903,789
endpoint,528,743,training_synthetic_image.png,1903,789
endpoint,568,683,training_synthetic_image.png,1903,789
endpoint,627,698,training_synthetic_image.png,1903,789
endpoint,642,653,training_synthetic_image.png,1903,789
endpoint,692,694,training_synthetic_image.png,1903,789
endpoint,752,732,training_synthetic_image.png,1903,789
endpoint,751,767,training_synthetic_image.png,1903,789
endpoint,814,741,training_synthetic_image.png,1903,789
endpoint,846,732,training_synthetic_image.png,1903,789
endpoint,880,700,training_synthetic_image.png,1903,789
endpoint,909,612,training_synthetic_image.png,1903,789
endpoint,756,530,training_synthetic_image.png,1903,789
endpoint,793,576,training_synthetic_image.png,1903,789
endpoint,1099,295,training_synthetic_image.png,1903,789
endpoint,1147,348,training_synthetic_image.png,1903,789
endpoint,975,601,training_synthetic_image.png,1903,789
endpoint,1070,630,training_synthetic_image.png,1903,789
endpoint,972,696,training_synthetic_image.png,1903,789
endpoint,1085,684,training_synthetic_image.png,1903,789
endpoint,1094,725,training_synthetic_image.png,1903,789
endpoint,1188,675,training_synthetic_image.png,1903,789
endpoint,1450,433,training_synthetic_image.png,1903,789
endpoint,1277,705,training_synthetic_image.png,1903,789
endpoint,1355,757,training_synthetic_image.png,1903,789
endpoint,1441,773,training_synthetic_image.png,1903,789
endpoint,1488,694,training_synthetic_image.png,1903,789
endpoint,1666,365,training_synthetic_image.png,1903,789
endpoint,1824,418,training_synthetic_image.png,1903,789
endpoint,1817,558,training_synthetic_image.png,1903,789
endpoint,1728,649,training_synthetic_image.png,1903,789
endpoint,1628,756,training_synthetic_image.png,1903,789
endpoint,1433,343,training_synthetic_image.png,1903,789
endpoint,1433,227,training_synthetic_image.png,1903,789
endpoint,1538,298,training_synthetic_image.png,1903,789
endpoint,1633,102,training_synthetic_image.png,1903,789
endpoint,1734,317,training_synthetic_image.png,1903,789
endpoint,1818,284,training_synthetic_image.png,1903,789
endpoint,1801,54,training_synthetic_image.png,1903,789
endpoint,1873,69,training_synthetic_image.png,1903,789
biffurcation,1792,180,training_synthetic_image.png,1903,789
biffurcation,1743,217,training_synthetic_image.png,1903,789
biffurcation,1693,226,training_synthetic_image.png,1903,789
biffurcation,1506,179,training_synthetic_image.png,1903,789
biffurcation,1425,168,training_synthetic_image.png,1903,789
biffurcation,1178,187,training_synthetic_image.png,1903,789
biffurcation,887,367,training_synthetic_image.png,1903,789
biffurcation,974,402,training_synthetic_image.png,1903,789
biffurcation,1076,460,training_synthetic_image.png,1903,789
biffurcation,1011,428,training_synthetic_image.png,1903,789
biffurcation,1146,506,training_synthetic_image.png,1903,789
biffurcation,1015,553,training_synthetic_image.png,1903,789
biffurcation,1027,583,training_synthetic_image.png,1903,789
biffurcation,1151,604,training_synthetic_image.png,1903,789
biffurcation,1138,672,training_synthetic_image.png,1903,789
biffurcation,1256,545,training_synthetic_image.png,1903,789
biffurcation,1323,550,training_synthetic_image.png,1903,789
biffurcation,1467,529,training_synthetic_image.png,1903,789
biffurcation,1330,622,training_synthetic_image.png,1903,789
biffurcation,1458,567,training_synthetic_image.png,1903,789
biffurcation,1534,509,training_synthetic_image.png,1903,789
biffurcation,1640,521,training_synthetic_image.png,1903,789
biffurcation,1675,577,training_synthetic_image.png,1903,789
biffurcation,1687,593,training_synthetic_image.png,1903,789
biffurcation,875,508,training_synthetic_image.png,1903,789
biffurcation,840,611,training_synthetic_image.png,1903,789
biffurcation,850,675,training_synthetic_image.png,1903,789
biffurcation,767,325,training_synthetic_image.png,1903,789
biffurcation,619,259,training_synthetic_image.png,1903,789
biffurcation,635,288,training_synthetic_image.png,1903,789
biffurcation,657,292,training_synthetic_image.png,1903,789
biffurcation,685,422,training_synthetic_image.png,1903,789
biffurcation,730,600,training_synthetic_image.png,1903,789
biffurcation,759,707,training_synthetic_image.png,1903,789
biffurcation,564,588,training_synthetic_image.png,1903,789
biffurcation,566,629,training_synthetic_image.png,1903,789
biffurcation,412,323,training_synthetic_image.png,1903,789
biffurcation,401,484,training_synthetic_image.png,1903,789
biffurcation,398,626,training_synthetic_image.png,1903,789
biffurcation,400,413,training_synthetic_image.png,1903,789
biffurcation,145,602,training_synthetic_image.png,1903,789
