98,231,endpoint
260,88,endpoint
113,49,endpoint
398,207,endpoint
291,243,endpoint
324,405,endpoint
366,381,endpoint
182,329,endpoint
247,387,endpoint
425,113,endpoint
352,94,endpoint
411,40,endpoint
441,211,endpoint
445,32,bifurcation
302,30,endpoint
123,128,endpoint
223,17,endpoint
415,231,endpoint
328,251,endpoint
63,179,endpoint
100,215,endpoint
94,442,endpoint
66,403,endpoint
112,415,endpoint
226,510,endpoint
459,41,bifurcation
458,75,endpoint
505,54,endpoint
462,344,endpoint
455,377,endpoint
364,391,bifurcation
355,402,bifurcation
410,504,endpoint
196,458,endpoint
302,452,endpoint
