145,359,endpoint
202,263,endpoint
182,227,endpoint
340,53,endpoint
11,170,endpoint
56,61,endpoint
8,500,endpoint
148,27,bifurcation
190,39,bifurcation
221,45,bifurcation
335,473,endpoint
497,330,endpoint
215,374,endpoint
350,291,endpoint
1,113,endpoint
205,67,endpoint
154,56,endpoint
129,57,endpoint
109,438,endpoint
17,241,endpoint
82,383,crossing
360,370,endpoint
460,259,endpoint
447,220,endpoint
497,167,endpoint
75,215,endpoint
150,178,endpoint
300,421,endpoint
337,457,endpoint
