69,21,endpoint
297,121,endpoint
354,25,endpoint
24,315,endpoint
160,262,endpoint
487,235,endpoint
367,136,endpoint
502,53,endpoint
72,290,bifurcation
137,273,bifurcation
77,195,bifurcation
261,200,endpoint
169,3,endpoint
234,145,crossing
41,482,endpoint
204,328,endpoint
283,450,endpoint
368,339,endpoint
293,353,endpoint
368,318,endpoint
249,285,endpoint
452,183,endpoint
489,219,endpoint
308,399,endpoint
483,446,endpoint
455,407,endpoint
501,419,endpoint
302,495,endpoint
