455,100,endpoint
304,96,endpoint
478,208,endpoint
426,131,endpoint
222,400,endpoint
249,362,endpoint
110,478,endpoint
155,398,endpoint
135,188,endpoint
135,206,endpoint
209,268,endpoint
193,237,endpoint
266,245,endpoint
333,300,endpoint
506,295,endpoint
496,347,endpoint
443,307,endpoint
340,232,endpoint
427,258,endpoint
180,419,crossing
358,135,bifurcation
381,128,bifurcation
461,184,bifurcation
85,458,bifurcation
447,324,bifurcation
414,313,bifurcation
332,289,endpoint
258,311,endpoint
208,170,bifurcation
178,147,endpoint
177,168,endpoint
319,156,endpoint
207,67,endpoint
306,66,endpoint
325,27,endpoint
